iter	Logloss
0	0.4069019333
1	0.2462966978
2	0.1482804114
3	0.1037070156
4	0.06732795226
5	0.04172496022
6	0.02690020053
7	0.01958612579
8	0.01417308796
9	0.01078923562
10	0.008381112539
11	0.006665819744
12	0.005566796117
13	0.005007662943
14	0.004712589666
15	0.004410917256
16	0.004031296552
17	0.003869546609
18	0.003603355952
19	0.003508744345
20	0.003370247596
21	0.003222922931
22	0.003073417854
23	0.003003444085
24	0.002888672908
25	0.002803315622
26	0.002768011762
27	0.002726812237
28	0.002648990749
29	0.002504802918
30	0.002467765481
31	0.002409420386
32	0.002309728898
33	0.002293114948
34	0.002253459762
35	0.002189067797
36	0.002161684213
37	0.002122759491
38	0.002030525351
39	0.001999002292
40	0.001902200044
41	0.001833152114
42	0.001800468271
43	0.001749855511
44	0.001664772035
45	0.001620172576
46	0.001574114229
47	0.001574015617
48	0.001574000105
49	0.001533627892
50	0.001509612835
51	0.001509612835
52	0.00145874467
53	0.001458623422
54	0.001439962615
55	0.001439937803
56	0.001412739251
57	0.001412535935
58	0.001412560388
59	0.001394734618
60	0.001394737824
61	0.001394583451
62	0.001330700884
63	0.00133062122
64	0.001301613023
65	0.001272935902
66	0.001259458886
67	0.001259458886
68	0.001259458886
69	0.001259458886
70	0.001211809898
71	0.001178294666
72	0.001178294666
73	0.001173730123
74	0.001173733512
75	0.001173686699
76	0.001173686699
77	0.001093635817
78	0.001093557612
79	0.001093503248
80	0.001093562948
81	0.00109347494
82	0.001093334859
83	0.001093074232
84	0.001063543369
85	0.001063595107
86	0.001054000416
87	0.001024180229
88	0.001024109742
89	0.001024109742
90	0.000998481172
91	0.0009903896821
92	0.0009667958047
93	0.0009667162707
94	0.0009290521778
95	0.000918278143
96	0.0009183529704
97	0.0009183161617
98	0.0009183161617
99	0.0009183161617
100	0.0009183597611
101	0.0009183597611
102	0.0009182779826
103	0.0009182779826
104	0.0008989155541
105	0.0008988525064
106	0.0008988798104
107	0.0008989525612
108	0.0008931896758
109	0.0008932271868
110	0.0008933040907
111	0.0008931421027
112	0.0008931421027
113	0.0008931874847
114	0.0008930799635
115	0.0008932350997
116	0.0008931404232
117	0.000893087323
118	0.0008898206831
119	0.0008899236695
120	0.0008899424117
121	0.0008899424117
122	0.0008899152756
123	0.0008854667995
124	0.0008854460838
125	0.000881289596
126	0.0008812414275
127	0.0008813076893
128	0.0008812681437
129	0.0008812706172
130	0.0008796934092
131	0.0008797188543
132	0.0008795804906
133	0.000879635862
134	0.0008796710179
135	0.0008796710179
136	0.0008796818624
137	0.0008796818624
138	0.0008796458629
139	0.0008796063402
140	0.0008796265024
141	0.0008795732647
142	0.0008795498275
143	0.0008795498275
144	0.0008795498275
145	0.0008795498275
146	0.000879622231
147	0.0008796077831
148	0.0008796040767
149	0.0008796040767
150	0.0008796143791
151	0.000879586556
152	0.0008794778171
153	0.0008794917726
154	0.0008794761643
155	0.0008794606553
156	0.000879361505
157	0.0008793858775
158	0.0008793858775
159	0.0008793858775
160	0.0008793858775
161	0.0008793858775
162	0.0008793319337
163	0.0008793587872
164	0.0008792993506
165	0.0008792445631
166	0.0008792877884
167	0.0008792877884
168	0.0008792877884
169	0.0008792877884
170	0.0008792877884
171	0.0008792877884
172	0.0008794581398
173	0.0008793847591
174	0.0008791972917
175	0.0008792838797
176	0.0008792367151
177	0.0008791873175
178	0.000879142405
179	0.000879142405
180	0.0008793335025
181	0.000879195803
182	0.0008792911971
183	0.0008792307413
184	0.0008792041854
185	0.0008792474107
186	0.0008790796436
187	0.0008790322423
188	0.0008790322423
189	0.0008790322423
190	0.0008792184615
191	0.0008791481269
192	0.0008790811285
193	0.0008790811285
194	0.0008790769334
195	0.0008790769334
196	0.0008790478735
197	0.000879104936
198	0.000879104936
199	0.000879104936
200	0.000879104936
201	0.000879104936
202	0.0008790810292
203	0.0008790609587
204	0.0008789868336
205	0.0008789576249
206	0.0008789576249
207	0.0008790165463
208	0.0008789715613
209	0.0008789293819
210	0.0008789444214
211	0.0008789898072
212	0.0008788896225
213	0.0008789627704
214	0.0008789722522
215	0.0008790799375
216	0.0008788817783
217	0.0008788886263
218	0.0008789015626
219	0.0008789492043
220	0.0008789142393
221	0.0008788858474
222	0.000878762695
223	0.0008787430253
224	0.0008788378278
225	0.0008789031199
226	0.0008788480806
227	0.0008787983814
228	0.0008787598398
229	0.0008787665579
230	0.0008787665579
231	0.0008787739365
232	0.0008787035179
233	0.0008787920068
234	0.0008787920068
235	0.0008787061784
236	0.000878644398
237	0.0008786613919
238	0.0008786613919
239	0.000878616739
240	0.0008785904198
241	0.00087865496
242	0.0008785942942
243	0.000878498965
244	0.0008787001626
245	0.0008786242168
246	0.0008785863546
247	0.0008784907008
248	0.0008784907008
249	0.0008784768484
250	0.0008784177935
251	0.000878624671
252	0.0008785208104
253	0.0008784962357
254	0.0008784912391
255	0.0008784912391
256	0.0008785257804
257	0.0008785257804
258	0.0008784837689
259	0.0008784837689
260	0.0008784837689
261	0.0008784837689
262	0.0008784837689
263	0.0008784837689
264	0.0008783903368
265	0.0008783208228
266	0.0008783208228
267	0.0008783208228
268	0.0008783208228
269	0.0008783886381
270	0.0008783196624
271	0.0008783622503
272	0.000878253164
273	0.0008783791907
274	0.0008783501499
275	0.0008782641765
276	0.0008782641765
277	0.0008783526311
278	0.0008782488468
279	0.0008782488468
280	0.0008782488468
281	0.0008782488468
282	0.0008783059703
283	0.0008783313658
284	0.0008782664897
285	0.0008782664897
286	0.0008782664897
287	0.0008782664897
288	0.0008782664897
289	0.0008782664897
290	0.0008782664897
291	0.0008782664897
292	0.0008782664897
293	0.0008782664897
294	0.0008782664897
295	0.0008782664897
296	0.0008782664897
297	0.0008782664897
298	0.0008782664897
299	0.0008782036748
